,barrio_,month_,year_,price_aprox_local_currency_min,price_aprox_local_currency_max,price_aprox_local_currency_mean,price_aprox_local_currency_std,price_aprox_usd_min,price_aprox_usd_max,price_aprox_usd_mean,price_aprox_usd_std,created_on_count
89,BALVANERA,10,2014,7560.35,44913.7,17452.94,13334.510650993328,437.66,2600.0,1010.3299999999999,771.9185949072845,12
90,BALVANERA,10,2015,6915.87,107175.95,27101.90285714285,31154.798972244396,403.67,6255.71,1588.7764285714281,1813.7218144450808,14
91,BALVANERA,10,2016,4016.39,62122.09,24664.08527272728,14453.547316228334,251.52,3890.29,1544.5463636363636,905.1285792010615,55
92,BALVANERA,10,2017,1455.67,64894.93,14944.356185567009,13528.634056989478,76.48,3742.08,840.7649999999998,766.6688519480945,206
93,BALVANERA,11,2014,3707.62,465839.54,86093.82205882354,160412.77388429316,214.63,26966.89,4983.867941176472,9286.102203533916,34
94,BALVANERA,11,2015,6312.82,45280.34,16835.557272727274,14761.144849475444,395.33,2642.95,1024.1884848484851,897.9645599184342,33
95,BALVANERA,11,2016,3999.94,105615.02,26096.6115503876,25012.88794750704,250.49,6613.96,1634.2559689922455,1566.3892675191717,129
96,BALVANERA,11,2017,3798.9,255255.0,37239.17308270679,41613.79557288438,193.58,13000.0,2063.6545112781964,2269.251704530114,145
97,BALVANERA,12,2014,11846.33,18657.66,17275.377777777772,2071.503132031978,685.77,1080.07,1000.0511111111113,119.9168805704669,18
98,BALVANERA,12,2015,4718.63,15325.51,10276.49142857143,5014.616654643561,275.42,944.85,630.4485714285714,311.4129215454852,14
99,BALVANERA,12,2016,4659.76,606803.0,75466.79166666661,168944.4127646522,291.81,38000.0,4725.978974358972,10579.854819676282,78
100,BALVANERA,12,2017,4076.31,91335.71,26534.19446153846,25980.346857285702,219.18,4911.05,1399.1895384615382,1365.511742368075,66
101,BARRACAS,1,2016,15968.5,15968.5,15968.5,0.0,1000.0,1000.0,1000.0,0.0,2
102,BARRACAS,1,2017,6035.13,35204.95,20046.457692307697,14730.802976625857,377.94,2204.65,1255.3753846153847,922.4913007865838,13
103,BARRACAS,1,2018,6522.75,312417.98,26052.80681818182,64171.121394570546,332.2,15911.28,1326.8554545454547,3268.200766081614,22
104,BARRACAS,2,2015,10160.51,45970.55,28065.530000000002,20674.936233691267,588.18,2661.18,1624.6799999999998,1196.8471080300942,4
105,BARRACAS,2,2016,13999.9,16685.39,14766.263636363634,1034.9174948977595,848.94,990.29,915.4927272727272,59.85627771435659,11
106,BARRACAS,2,2017,6035.13,264667.5,65551.9196969697,86026.8350635161,377.94,15000.0,4044.883333333333,5284.035482231872,33
107,BARRACAS,3,2015,36776.54,36776.54,36776.54,0.0,2128.95,2128.95,2128.95,0.0,1
108,BARRACAS,3,2017,4947.69,85497.9,35972.076486486476,29635.395909453277,280.41,5354.16,2223.4108108108107,1839.3041276214858,37
109,BARRACAS,4,2016,6550.11,6550.11,6550.11,0.0,410.19,410.19,410.19,0.0,6
110,BARRACAS,4,2017,6799.86,40234.23,21946.682500000006,13935.546737255057,425.83,2519.6,1370.326875,876.2589437582078,16
111,BARRACAS,5,2015,9016.94,9016.94,9016.94,0.0,521.98,521.98,521.98,0.0,2
