barrio,date,count,mean,count 10th percentile,count 90th percentile,min,max,std
6,2016-01-31,150,233184.93906666667,8.0,15.0,67000.0,1400000.0,289818.90377973026
6,2016-02-29,52,191969.23076923078,8.0,2.0,57000.0,690000.0,149912.16191354443
6,2016-03-31,103,177069.86990291264,16.0,4.0,5271.13,2200000.0,297470.366386462
6,2016-04-30,88,171267.31056818183,7.0,2.0,59000.0,1100000.0,145379.05102625137
6,2016-05-31,77,177632.46753246753,6.0,3.0,60000.0,575000.0,119491.19703489107
6,2016-06-30,122,147078.09844262296,14.0,3.0,30000.0,1150000.0,134691.22804482057
6,2016-07-31,221,155081.22330316738,29.0,7.0,50000.0,1180000.0,133372.23350438775
6,2016-08-31,95,166252.42105263157,1.0,6.0,59000.0,700000.0,136465.6140997773
6,2016-09-30,63,198967.72984126984,6.0,3.0,59000.0,920000.0,159311.23098029877
6,2016-10-31,54,187507.99370370372,3.0,2.0,59400.0,620000.0,118696.84416038303
6,2016-11-30,251,193550.33067729083,14.0,7.0,57000.0,948000.0,129033.24592670765
6,2016-12-31,106,180648.4716981132,8.0,4.0,59000.0,1150000.0,166932.137672837
6,2017-01-31,194,208720.4826804124,8.0,19.0,50000.0,1300000.0,233292.71139126082
6,2017-02-28,217,162452.8756682028,22.0,8.0,16208.18,600000.0,113257.67314831255
6,2017-03-31,572,152578.7370104895,102.0,26.0,35000.0,1600000.0,169363.85950765005
6,2017-04-30,364,207109.44637362636,16.0,29.0,5103.61,850000.0,172214.8929198083
6,2017-05-31,818,185031.9175183374,27.0,26.0,58000.0,1450000.0,177409.1920384129
6,2017-06-30,546,167808.57575091574,37.0,31.0,10611.84,1000000.0,142780.23935174991
6,2017-07-31,769,210697.84243172948,23.0,54.0,50000.0,1050000.0,176884.17542392685
6,2017-08-31,76,336987.15789473685,0.0,13.0,80000.0,1450000.0,416400.6310937278
6,2017-09-30,829,195492.00055488537,26.0,24.0,47900.0,1400000.0,151612.77170137598
6,2017-10-31,523,172680.1414913958,24.0,13.0,35000.0,1950000.0,155743.83461170614
